,container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country
10,Author,['basics'],zSSnu0IAAAAJ,AUTHOR_PROFILE_PAGE,Alin Tomescu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zSSnu0IAAAAJ&citpid=3,Aptos Labs,"['Computer Security', 'Applied Cryptography', 'Distributed Systems']",@alum.mit.edu,http://alinush.github.io/,1227,,,
11,Author,['basics'],8wKPQmoAAAAJ,AUTHOR_PROFILE_PAGE,Zhiwei Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8wKPQmoAAAAJ&citpid=2,Institute of Computing Technology,"['Computing Systems', 'Distributed Computing']",@ict.ac.cn,http://novel.ict.ac.cn/zxu/,7401,8095408014149788983,"Institute of Computing Technology, Chinese Academy of Sciences",China
12,Author,['basics'],mN6_BKAAAAAJ,AUTHOR_PROFILE_PAGE,Taylor Berg-Kirkpatrick,,University of California San Diego,['Natural Language Processing'],@ucsd.edu,http://cseweb.ucsd.edu/~tberg/,6013,7549334305653538480,"University of California, San Diego",USA
13,Author,['basics'],Mja2_roAAAAJ,AUTHOR_PROFILE_PAGE,"Yang Xiao,",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Mja2_roAAAAJ&citpid=1,"Professor, IEEE Fellow, Department of Computer Science, The University of Alabama","['Cyber-Physical Systems', 'Security', 'Internet of Things', 'Wireless Networks', 'Smart Grid']",@ieee.org,http://yangxiao.cs.ua.edu/,27580,,,
14,Author,['basics'],7XOY290AAAAJ,AUTHOR_PROFILE_PAGE,Marios D. Dikaiakos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7XOY290AAAAJ&citpid=9,"Professor of Computer Science, University of Cyprus","['Internet Computing', 'Cloud Computing', 'Οnline Social Networks']",@cs.ucy.ac.cy,http://www.cs.ucy.ac.cy/mdd,5579,18178068638150869522,University of Cyprus,Cyprus
15,Author,['basics'],BHQiBpQAAAAJ,AUTHOR_PROFILE_PAGE,Jiaxin Bai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BHQiBpQAAAAJ&citpid=1,Hong Kong University of Science and Technology,['Natual Language Processing'],@connect.ust.hk,http://bjx.fun/,189,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
16,Author,['basics'],IJAU8KoAAAAJ,AUTHOR_PROFILE_PAGE,Bin CUI,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IJAU8KoAAAAJ&citpid=2,"Professor of Computer Science, Peking University","['Database', 'Big Data analytics', 'ML Systems']",@pku.edu.cn,https://cuibinpku.github.io/,10298,10725744176602846184,Peking University,China
17,Author,['basics'],16J3izoAAAAJ,AUTHOR_PROFILE_PAGE,Alina Oprea,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=16J3izoAAAAJ&citpid=3,Northeastern University,"['Computer Security', 'Adversarial Machine Learning', 'AI Security']",@neu.edu,http://www.ccs.neu.edu/home/alina,9342,55793137512334013,"Northeastern University, Boston",USA
18,Author,['basics'],tMY31_gAAAAJ,AUTHOR_PROFILE_PAGE,Dong Yu (俞栋),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tMY31_gAAAAJ&citpid=5,"Distinguished Scientist @ Tencent AI Lab, ACM/IEEE/ISCA Fellow","['automatic speech recognition', 'speech processing', 'natural language processing']",@global.tencent.com,https://sites.google.com/view/dongyu888/,58755,,,
19,Author,['basics'],Y04jWe8AAAAJ,AUTHOR_PROFILE_PAGE,Yun WANG,,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,"['cyber security', 'cloud computing']",@cse.ust.hk,,145,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
20,Author,['basics'],wwb5LGsAAAAJ,AUTHOR_PROFILE_PAGE,David W. Cheung,,"Professor of Computer Science, The University of Hong Kong","['Data Base', 'Data Mining', 'Cloud Database Security']",@cs.hku.hk,,16745,2533886145175476393,University of Hong Kong,Hong Kong
21,Author,['basics'],cs3CM7wAAAAJ,AUTHOR_PROFILE_PAGE,Ali Asadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cs3CM7wAAAAJ&citpid=2,"Ph.D. Student, IST Austria",[],@ist.ac.at,https://ali-asadi.com/,32,11541787922401962760,"Institute of Science and Technology, Austria",Austria
22,Author,['basics'],WZoAh-gAAAAJ,AUTHOR_PROFILE_PAGE,Binay Bhattacharyya,,Unknown affiliation,[],@cs.sfu.ca,,2466,,,
23,Author,['basics'],e42JkYIAAAAJ,AUTHOR_PROFILE_PAGE,William K. Cheung,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=e42JkYIAAAAJ&citpid=2,"Professor of Computer Science, Hong Kong Baptist University","['Data Mining', 'Artificial Intelligence', 'Health Informatics', 'Social Network Analysis']",@comp.hkbu.edu.hk,https://www.comp.hkbu.edu.hk/~william/,4445,5456512267249917973,Hong Kong Baptist University,Hong Kong
24,Author,['basics'],1xTR6qoAAAAJ,AUTHOR_PROFILE_PAGE,Yue Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1xTR6qoAAAAJ&citpid=1,"Hong Kong University of Science and Technology, Huawei Noah's Ark Lab",['Computer vision'],@connect.ust.hk,https://yuewuhkust.github.io/,198,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
25,Author,['basics'],NPvO1IoAAAAJ,AUTHOR_PROFILE_PAGE,Zifan Shi,,HKUST,"['Computer Vision', 'Generative Model', '3D Vision']",@connect.ust.hk,https://vivianszf.github.io/,91,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
26,Author,['basics'],SLgWQLEAAAAJ,AUTHOR_PROFILE_PAGE,Bo Li,,Chair Professor at hong kong university of science and technology,"['computer communications', 'computer networks', 'multimedia communications']",@cse.ust.hk,,32335,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
27,Author,['basics'],prT6OvEAAAAJ,AUTHOR_PROFILE_PAGE,Kar Yan Tam,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=prT6OvEAAAAJ&citpid=3,Hong Kong University of Science and Technology,"['Fintech', 'Social Media', 'Personalization']",@ust.hk,,22373,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
28,Author,['basics'],FsLinOIAAAAJ,AUTHOR_PROFILE_PAGE,Xie Dong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FsLinOIAAAAJ&citpid=2,chinese academy of sciene,['cancer biology'],@sibs.ac.cn,http://www.nutrition.ac.cn/PI_xied.asp,10591,,,
29,Author,['basics'],epB593kAAAAJ,AUTHOR_PROFILE_PAGE,Jiahui Li,,Zhejiang University,"['MARL', 'Explainable AI']",@zju.edu.cn,,56,1118375729466322660,Zhejiang University,China
30,Author,['basics'],7dm-4DUAAAAJ,AUTHOR_PROFILE_PAGE,Patrick Sole,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7dm-4DUAAAAJ&citpid=1,CNRS,"['Coding Theory', 'Boolean functions', 'algebraic Combinatorics', 'analytic number theory']",@enst.fr,https://www.researchgate.net/profile/Patrick-Sole,9824,,,
31,Author,['basics'],JE_m2UgAAAAJ,AUTHOR_PROFILE_PAGE,Sunghun Kim,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JE_m2UgAAAAJ&citpid=2,"Associate Professor of Computer Science, The Hong Kong University of Science and Technology","['Software Engineering', 'Machine Learning', 'Deep Learning', 'Mining Software Repositories', 'Software Testing']",@cse.ust.hk,http://www.cse.ust.hk/~hunkim,18136,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
32,Author,['basics'],fGe8Dh8AAAAJ,AUTHOR_PROFILE_PAGE,Yulin Che (yche),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fGe8Dh8AAAAJ&citpid=3,Hong Kong University of Sicence and Technology,"['Parallel Computing', 'Graph Algorithms']",@connect.ust.hk,http://blog.cheyulin.me/?page_id=571,197,,,
33,Author,['basics'],kv0zqJYAAAAJ,AUTHOR_PROFILE_PAGE,Zhaoyuan Fu,,Dana-Farber Cancer Institute,[],,,16,,,
34,Author,['basics'],ilfwfuUAAAAJ,AUTHOR_PROFILE_PAGE,Maggie Lieu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ilfwfuUAAAAJ&citpid=2,University of Nottingham,"['Cosmology', 'Galaxy Clusters', 'Weak Gravitational Lensing', 'Bayesian Inference', 'Machine learning']",@nottingham.ac.uk,http://www.maggielieu.com/,1371,14625395082741453309,University of Nottingham,UK
35,Author,['basics'],q9jP2y4AAAAJ,AUTHOR_PROFILE_PAGE,Xiao Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=q9jP2y4AAAAJ&citpid=2,Research Scientist @ Facebook,"['Program Synthesis', 'Software Engineering']",@fb.com,,456,1978088699341142706,Facebook Inc.,USA
36,Author,['basics'],R65xDQwAAAAJ,AUTHOR_PROFILE_PAGE,Xiaogang Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R65xDQwAAAAJ&citpid=2,Zhejiang Lab & Zhejiang University,"['Artificial intelligence', 'Multi-Modality AI', 'Generative Model', 'Low-Level Vision', 'AI Security']",@zhejianglab.com,https://xiaogang00.github.io/,1327,,,
37,Author,['basics'],DEjebZkAAAAJ,AUTHOR_PROFILE_PAGE,Shaoshi Ling,,Microsoft,"['NLP', 'ASR', 'Speech']",@microsoft.com,,311,12331530069074480064,Microsoft Corporation,USA
38,Author,['basics'],1M00Yg8AAAAJ,AUTHOR_PROFILE_PAGE,Fengwei Zhou,,OPPO,"['hyperplane arrangements', 'arithmetic matroids', 'meta-learning', 'few-shot learning', 'data augmentation']",@connect.ust.hk,,1663,,,
39,Author,['basics'],TctbYXkAAAAJ,AUTHOR_PROFILE_PAGE,Lili Wei,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TctbYXkAAAAJ&citpid=3,Assistant Professor at McGill University,"['Software Engineering', 'Software Testing', 'Software Analysis', 'Android']",@mcgill.ca,https://liliweise.github.io/,517,13784427342582529234,McGill University,Canada
40,Author,['basics'],U0rJDP0AAAAJ,AUTHOR_PROFILE_PAGE,Haoyu Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U0rJDP0AAAAJ&citpid=10,"University of Pennsylvania, Shanghai Jiao Tong University","['Natural Language Processing', 'Computer Vision', 'Knowledge Graph']",@seas.upenn.edu,https://why2011btv.github.io/,707,18168328457749716238,University of Pennsylvania,USA
41,Author,['basics'],rhLst94AAAAJ,AUTHOR_PROFILE_PAGE,Bharat Bhargava,,purdue,[],@purdue.edu,,17343,9642744976452465328,Purdue University,USA
42,Author,['basics'],qVOHi9cAAAAJ,AUTHOR_PROFILE_PAGE,Peng Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qVOHi9cAAAAJ&citpid=3,"Raymond G. Tronzo, M.D. Professor of Cybersecurity, Penn State University",['Systems Security - Privacy - IoT - Cyber-Physical Systems - Deep Learning'],@ist.psu.edu,http://s2.ist.psu.edu/pliu,14457,380362116364043272,Pennsylvania State University,USA
43,Author,['basics'],nhrlfywAAAAJ,AUTHOR_PROFILE_PAGE,Koustubha Bhat,,"Vrije Universiteit, Amsterdam","['LLVM', 'Program Analysis', 'Operating Systems', 'Reliability', 'System Security']",@vu.nl,,107,1331960595593680101,VU University Amsterdam,Netherlands
44,Author,['basics'],5Tr7OZoAAAAJ,AUTHOR_PROFILE_PAGE,Ahmed K. Zaher,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5Tr7OZoAAAAJ&citpid=3,Hong Kong University of Science and Technology,"['Parameterized Algorithms', 'Static Analysis']",@cse.ust.hk,https://ahmed-zaher.github.io/,4,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
45,Author,['basics'],xV5nr2sAAAAJ,AUTHOR_PROFILE_PAGE,Thanasis Loukopoulos,,"Associate Prof., Computer Science and Biomedical Informatics Dept., Univ. of Thessaly, Greece","['distributed systems', 'parallel processing', 'cloud computing', 'video compression', 'green computing']",@dib.uth.gr,,1404,4520012516182693693,University of Thessaly,Greece
46,Author,['basics'],Q1mcglAAAAAJ,AUTHOR_PROFILE_PAGE,Haixun Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Q1mcglAAAAAJ&citpid=2,"VP of Engineering, Algorithm & Distinguished Scientist at Instacart","['Machine Learning', 'Data and knowledge engineering', 'NLP']",@instacart.com,https://haixun.github.io/,24574,,,
47,Author,['basics'],1HZGSB8AAAAJ,AUTHOR_PROFILE_PAGE,kewei cheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1HZGSB8AAAAJ&citpid=2,Ph.D. Student at UCLA,"['data mining', 'machine learning']",@g.ucla.edu,https://vivian1993.github.io/,3824,14108176128635076915,"University of California, Los Angeles",USA
48,Author,['basics'],SDY9FwUAAAAJ,AUTHOR_PROFILE_PAGE,Suman Jana,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SDY9FwUAAAAJ&citpid=15,"Associate Professor of Computer Science, Columbia University","['Computer Security', 'Program analysis', 'Machine Learning']",@cs.columbia.edu,http://sumanj.info/,11072,8867661471528740601,Columbia University,USA
49,Author,['basics'],i_zA1VsAAAAJ,AUTHOR_PROFILE_PAGE,Dan Pei,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i_zA1VsAAAAJ&citpid=6,"Associate Professor of Computer Science,  Tsinghua University","['AIOps', 'Large Language Models for Operations', 'Foundation Models for Operations']",@tsinghua.edu.cn,http://netman.aiops.org/~peidan,9471,15442380624744264287,Tsinghua University,China
50,Author,['basics'],2NehWz0AAAAJ,AUTHOR_PROFILE_PAGE,Haojie Pan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2NehWz0AAAAJ&citpid=2,Hong Kong University of Science and Technology,"['Text Mining', 'Natural Language Processing', 'Knowledge Graph']",@cse.ust.hk,http://scarletpan.github.io/about/,418,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
51,Author,['basics'],kAq_-McAAAAJ,AUTHOR_PROFILE_PAGE,Vincent W. Zheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kAq_-McAAAAJ&citpid=3,"ADSC, Singapore","['transfer learning', 'graph learning']",@adsc.com.sg,http://vincentz.cc/,8705,13053093187942204345,"Advanced Digital Sciences Center, Singapore",Singapore
52,Author,['basics'],2eQFlqsAAAAJ,AUTHOR_PROFILE_PAGE,Yingcai Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2eQFlqsAAAAJ&citpid=3,"Professor at the State Key Lab of CAD&CG, Zhejiang University","['Visual Analytics', 'Sports Analytics', 'Urban Computing']",@zju.edu.cn,http://www.ycwu.org/,5785,1118375729466322660,Zhejiang University,China
53,Author,['basics'],_nyTrU0AAAAJ,AUTHOR_PROFILE_PAGE,Neal E. Young,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_nyTrU0AAAAJ&citpid=11,"University of California, Riverside","['approximation algorithms', 'online algorithms', 'algorithms', 'combinatorial optimization', 'theory of computation']",@ucr.edu,https://www.cs.ucr.edu/~neal/,6320,9458886787299642237,"University of California, Riverside",USA
54,Author,['basics'],KQ9HkfcAAAAJ,AUTHOR_PROFILE_PAGE,Haoyue Bai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KQ9HkfcAAAAJ&citpid=17,University of Wisconsin-Madison,"['machine learning', 'computer vision']",@cs.wisc.edu,https://haoyuebaizju.github.io/,613,9656555076399183932,University of Wisconsin-Madison,USA
55,Author,['basics'],wn1tJO8AAAAJ,AUTHOR_PROFILE_PAGE,Claude Carlet,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wn1tJO8AAAAJ&citpid=2,"Professor Emeritus, University of Paris 8; also member of the University of Bergen, Norway","['Boolean functions', 'symmetric cryptography', 'error correcting codes', 'discrete mathematics', 'cryptography']",@univ-paris8.fr,http://www.math.univ-paris13.fr/~carlet/,15402,175070862104551500,Université Paris 8,France
56,Author,['basics'],fcoo_jsAAAAJ,AUTHOR_PROFILE_PAGE,Haohong Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fcoo_jsAAAAJ&citpid=1,"General Manager, TCL Research America",['Multimedia & Communications'],@tcl.com,,12083,,,
57,Author,['basics'],u_MzXeMAAAAJ,AUTHOR_PROFILE_PAGE,Shiqi Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=u_MzXeMAAAAJ&citpid=3,"Applied Scientist, Amazon AWS AI Lab","['Machine Learning', 'Adversarial Robustness', 'Large Language Model', 'Trustworthy AI', 'Security of Machine']",@cs.columbia.edu,https://shiqi-wang.github.io/,2179,,,
58,Author,['basics'],reYJaYMAAAAJ,AUTHOR_PROFILE_PAGE,Raymond Ng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=reYJaYMAAAAJ&citpid=2,University of British Columbia,"['data mining', 'health informatics', 'genomics', 'NLP', 'text mining']",@cs.ubc.ca,http://www.cs.ubc.ca/~rng,36618,13655899619131983200,University of British Columbia,Canada
59,Author,['basics'],lqALniEAAAAJ,AUTHOR_PROFILE_PAGE,Mutian He,,EPFL,"['Machine Learning', 'Natural Language Processing', 'Speech Processing', 'Speech Synthesis', 'Spoken Language Understanding']",@epfl.ch,https://mutiann.github.io/,257,16539297749990713900,Swiss Federal Institute of Technology in Lausanne,Switzerland
60,Author,['basics'],Wx8ChLcAAAAJ,AUTHOR_PROFILE_PAGE,Meng Wei,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Wx8ChLcAAAAJ&citpid=12,The University of Hong Kong,"['Vision and Language', 'Embodied AI', 'Medical Image Analysis']",@connect.hku.hk,,120,2533886145175476393,University of Hong Kong,Hong Kong
61,Author,['basics'],6jiwt-UAAAAJ,AUTHOR_PROFILE_PAGE,Giuseppe F. Italiano,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6jiwt-UAAAAJ&citpid=3,"Professor of Computer Science, LUISS University, Rome, Italy","['Algorithms', 'Data Structures', 'Graph Algorithms', 'Networks']",@luiss.it,http://docenti.luiss.it/italiano/,8824,8772516775156254118,LUISS Guido Carli,Italy
62,Author,['basics'],XO9ddEEAAAAJ,AUTHOR_PROFILE_PAGE,Lei Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XO9ddEEAAAAJ&citpid=3,NVIDIA,['Computer Graphics'],@nvidia.com,http://www.leiy.cc/,726,15729607608264555120,NVIDIA Corporation,USA
63,Author,['basics'],uEXxVaoAAAAJ,AUTHOR_PROFILE_PAGE,Hadi Khodabandeh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uEXxVaoAAAAJ&citpid=2,"PhD candidate, University of California, Irvine","['Graph Algorithms', 'Computational Geometry']",@uci.edu,https://www.ics.uci.edu/~khodabah/,63,1925309612018474740,"University of California, Irvine",USA
64,Author,['basics'],ozfkg2sAAAAJ,AUTHOR_PROFILE_PAGE,Zhenming Liu,,College of William and Mary,"['stochastic processes', 'optimization', 'distributed algorithms']",@cs.wm.edu,http://zmliu.org/,2999,12917003543313146137,College of William and Mary,USA
65,Author,['basics'],1Z_wkjUAAAAJ,AUTHOR_PROFILE_PAGE,Max W.K. Law,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1Z_wkjUAAAAJ&citpid=3,Hong Kong Sanatorium & Hospital,"['Low Level Vision', 'Edge Detection', 'Medical Image Analysis', 'Image Segmentation', 'MR Simulator']",@hksh.com,http://www.cse.ust.hk/~maxlawwk,1902,,,
66,Author,['basics'],jaRS5w4AAAAJ,AUTHOR_PROFILE_PAGE,Yu Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jaRS5w4AAAAJ&citpid=2,"Associate Professor, Southern University of Science and Technology","['Artificial Intelligence', 'Machine Learning']",@sustech.edu.cn,http://cse.sustech.edu.cn/faculty/~zhangy/,8835,,,
67,Author,['basics'],-Qytr_YAAAAJ,AUTHOR_PROFILE_PAGE,Andreas Zeller,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-Qytr_YAAAAJ&citpid=4,"Faculty, CISPA Helmholtz Center for Information Security • Professor, Saarland University","['Software Engineering', 'Program Analysis', 'Software Testing', 'Automated Debugging', 'Software Security']",@cispa.de,https://andreas-zeller.info/,24261,,,
68,Author,['basics'],7NTrKz4AAAAJ,AUTHOR_PROFILE_PAGE,Yican Sun,,Peking University,"['Program Synthesis', 'Program Verification', 'Computational Complexity']",@pku.edu.cn,http://boyvolcano.github.io/,183,10725744176602846184,Peking University,China
69,Author,['basics'],Hl9RwOAAAAAJ,AUTHOR_PROFILE_PAGE,Sangok Seok,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Hl9RwOAAAAAJ&citpid=3,NAVER LABS,['Robotics'],@naverlabs.com,https://www.naverlabs.com/,3100,,,
70,Author,['basics'],yaNhvOMAAAAJ,AUTHOR_PROFILE_PAGE,Hongsong Li,,Alibaba Group,"['Machine Learning', 'Knowledge Mining']",@alibaba-inc.com,,1623,,,
71,Author,['basics'],PXbu1wIAAAAJ,AUTHOR_PROFILE_PAGE,Xiangyu Zhang,,"Samuel Conte Professor of Computer Science, Purdue University","['Program analysis', 'Security']",@cs.purdue.edu,http://www.cs.purdue.edu/homes/xyzhang,13598,9642744976452465328,Purdue University,USA
72,Author,['basics'],5tlR4t4AAAAJ,AUTHOR_PROFILE_PAGE,Jinxing Yu,,Unknown affiliation,"['Machine Learning', 'Natural Language Processing']",@cse.ust.hk,,167,,,
73,Author,['basics'],W-7keyQAAAAJ,AUTHOR_PROFILE_PAGE,Benedict Sheung-Hung Poon,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=W-7keyQAAAAJ&citpid=5,"Associate Professor, University of Nottingham Ningbo China","['Geometric and Graph Algorithms', 'Approximation Algorithms', 'Fixed-Parameter Algorithms', 'Graph Drawing & Information Visualizatio']",@nottingham.edu.cn,https://www.nottingham.edu.cn/en/science-engineering/staffprofilead122456162/benedict-sheung-hung-poon.aspx,888,18140872379090288366,University of Nottingham Ningbo China,China
74,Author,['basics'],bZNRLNAAAAAJ,AUTHOR_PROFILE_PAGE,Chen-Nee Chuah,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bZNRLNAAAAAJ&citpid=9,"Professor, University of California, Davis","['Network Measurements', 'Data Science', 'Intelligent Transportation', 'Smart Health']",@ucdavis.edu,http://www.ece.ucdavis.edu/~chuah,13440,21288157106126462,"University of California, Davis",USA
75,Author,['basics'],SqAsppUAAAAJ,AUTHOR_PROFILE_PAGE,Qiong Luo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SqAsppUAAAAJ&citpid=2,HKUST,"['Database Systems', 'Parallel and Distributed Systems', 'Data Management for e-Sciences']",@cse.ust.hk,https://cse.hkust.edu.hk/~luo/,9752,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
76,Author,['basics'],vYRZG4cAAAAJ,AUTHOR_PROFILE_PAGE,Xing Xu,,"PhD Student, University of Southern California",['Networking'],@nsl.cs.usc.edu,http://nsl.cs.usc.edu/~xingx/,329,2347757669226619985,University of Southern California,USA
77,Author,['basics'],k8TASocAAAAJ,AUTHOR_PROFILE_PAGE,Wang Chun WOO,,Hong Kong Observatory,"['meteorology', 'information technology']",@hko.gov.hk,,9201,,,
78,Author,['basics'],FmneJesAAAAJ,AUTHOR_PROFILE_PAGE,Francis C. M. Lau,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FmneJesAAAAJ&citpid=10,"Honorary Professor, The University of Hong Kong","['Computer Science', 'Computer Systems', 'Networks']",@cs.hku.hk,http://www.cs.hku.hk/~fcmlau,10784,2533886145175476393,University of Hong Kong,Hong Kong
79,Author,['basics'],GHJYsLEAAAAJ,AUTHOR_PROFILE_PAGE,Jaegul Choo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GHJYsLEAAAAJ&citpid=7,"Associate Professor, Graduate School of Artificial Intelligence, KAIST","['Computer Vision', 'Natural Language Processing', 'Visual Analytics']",@kaist.ac.kr,https://sites.google.com/site/jaegulchoo/,10279,5340164518610934029,Korea Advanced Institute of Science and Technology,South Korea
80,Author,['basics'],9anhTVQAAAAJ,AUTHOR_PROFILE_PAGE,Emmanuel Stefanakis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9anhTVQAAAAJ&citpid=2,"University of Calgary, Canada","['Geomatics', 'GIS', 'Geospatial Data Science']",@ucalgary.ca,https://profiles.ucalgary.ca/emmanuel-stefanakis,1390,2186568608501296974,University of Calgary,Canada
81,Author,['basics'],3rq29xkAAAAJ,AUTHOR_PROFILE_PAGE,Vijay Ramachandran,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3rq29xkAAAAJ&citpid=3,"Associate Professor of Computer Science, Colgate University","['Networking', 'Routing', 'Algorithms']",@colgate.edu,http://www.colgate.edu/vramachandran,640,9790698350882218789,Colgate University,USA
82,Author,['basics'],L60tuywAAAAJ,AUTHOR_PROFILE_PAGE,Ramalingam Chellappa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L60tuywAAAAJ&citpid=1,"Bloomberg Distinguished Professor, Johns Hopkins University","['Image Analysis', 'Image Processing', 'biometrics', 'Computer Vision', 'Biomedical Data Science']",@jhu.edu,http://aiem.jhu.edu/,95609,12129954330541958834,Johns Hopkins University,USA
83,Author,['basics'],pUijx84AAAAJ,AUTHOR_PROFILE_PAGE,Christian Konrad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pUijx84AAAAJ&citpid=2,University of Bristol,[],@bristol.ac.uk,http://christiankonrad.de/,823,16925647021903757957,University of Bristol,UK
84,Author,['basics'],FVl1fRUAAAAJ,AUTHOR_PROFILE_PAGE,Giacomo Verticale,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FVl1fRUAAAAJ&citpid=2,Politecnico di Milano,"['networking', 'communications', 'smart grid', 'privacy']",@polimi.it,http://verticale.faculty.polimi.it/,1850,3907090038794971103,Polytechnic University of Milan,Italy
85,Author,['basics'],8qdXaOkAAAAJ,AUTHOR_PROFILE_PAGE,Shuo Shang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8qdXaOkAAAAJ&citpid=9,Professor of CS @ UESTC,"['Spatial Data Mining', 'Spatial Data']",@inceptioniai.org,,4543,,,
86,Author,['basics'],AjxoEpIAAAAJ,AUTHOR_PROFILE_PAGE,"Wei Liu, IEEE/IAPR/IMA Fellow",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AjxoEpIAAAAJ&citpid=7,"Distinguished Scientist, Tencent","['Machine Learning', 'Deep Learning', 'Computer Vision', 'Information Retrieval', 'Artificial Intelligence']",@ee.columbia.edu,,38654,,,
87,Author,['basics'],cLXPdjsAAAAJ,AUTHOR_PROFILE_PAGE,Nikos Karacapilidis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cLXPdjsAAAAJ&citpid=6,"Professor of Information Systems, University of Patras, Greece","['Informed Decision Making', 'Computational Argumentation', 'Digital Democracy', 'Digital Collaboration']",@upatras.gr,http://imis.upatras.gr/nikos/,4765,13982418506997035895,University of Patras,Greece
88,Author,['basics'],TFGBA9cAAAAJ,AUTHOR_PROFILE_PAGE,Yunxin Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TFGBA9cAAAAJ&citpid=4,"Institute for AI Industry Research (AIR), Tsinghua University","['Mobile Computing', 'Edge Computing', 'AIoT', 'System', 'Networking']",@air.tsinghua.edu.cn,https://yunxinliu.github.io/,5682,15442380624744264287,Tsinghua University,China
89,Author,['basics'],mQ9vJ24AAAAJ,AUTHOR_PROFILE_PAGE,Jinjun Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mQ9vJ24AAAAJ&citpid=5,"MAE, IEEE Fellow (Computer Society), AAIA Fellow; Professor and Deputy","['Data Privacy', 'Cloud Computing', 'Scalable Computing', 'Data Systems']",@swin.edu.au,,17376,,,
