,container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country
637,Author,['basics'],JBCFTjoAAAAJ,AUTHOR_PROFILE_PAGE,Feng Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JBCFTjoAAAAJ&citpid=2,"Department of Computer and Information Science, The University of Mississippi",['Computer Networking'],@cs.olemiss.edu,,3394,11406307503929589106,University of Mississippi,USA
638,Author,['basics'],V3PTB98AAAAJ,AUTHOR_PROFILE_PAGE,Tong-Yee Lee,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=V3PTB98AAAAJ&citpid=2,National Cheng-Kung University,"['computer graphics', 'visualization', 'Virtual Reality', 'multimedia', 'AI and Deep learning']",@mail.ncku.edu.tw,http://graphics.csie.ncku.edu.tw/,5842,7707618757478825804,National Cheng Kung University,Taiwan
639,Author,['basics'],r6wpQpQAAAAJ,AUTHOR_PROFILE_PAGE,Mian Lu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r6wpQpQAAAAJ&citpid=2,4Paradigm Technology,"['machine learning systems', 'GPGPU', 'high performance computing']",@4paradigm.com,,2326,,,
640,Author,['basics'],GkMfzy4AAAAJ,AUTHOR_PROFILE_PAGE,Li Erran Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GkMfzy4AAAAJ&citpid=3,"IEEE Fellow and ACM Fellow, AWS AI, Amazon","['Machine learning', 'NLP', 'computer vision', 'systems']",@cs.columbia.edu,http://www.cs.columbia.edu/~lierranli/,22306,,,
641,Author,['basics'],UV6mOFMAAAAJ,AUTHOR_PROFILE_PAGE,Gary K W Wong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UV6mOFMAAAAJ&citpid=4,"Associate Professor and Director, Faculty of Education, The University of Hong Kong","['Computer Science Education', 'Computing Education', 'Computational Thinking', 'Educational Technology']",@hku.hk,http://web.edu.hku.hk/staff/academic/wongkwg,1574,2533886145175476393,University of Hong Kong,Hong Kong
642,Author,['basics'],NYHyagEAAAAJ,AUTHOR_PROFILE_PAGE,Wensheng Dou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NYHyagEAAAAJ&citpid=3,"Professor, Institute of Software Chinese Academy of Sciences (ISCAS)","['software analysis and testing', 'distributed systems', 'database systems', 'spreadsheet']",@iscas.ac.cn,http://www.tcse.cn/~wsdou/,604,7665475534843674673,"Institute of Software, Chinese Academy of Sciences",China
643,Author,['basics'],5Sn9JVoAAAAJ,AUTHOR_PROFILE_PAGE,Haiming Jin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5Sn9JVoAAAAJ&citpid=4,Shanghai Jiao Tong University,"['wireless sensing', 'reinforcement learning']",@sjtu.edu.cn,https://www.cs.sjtu.edu.cn/~jinhaiming/,2094,11817969702535318711,Shanghai Jiao Tong University,China
644,Author,['basics'],_Bb4qkYAAAAJ,AUTHOR_PROFILE_PAGE,Ernest T Lam,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_Bb4qkYAAAAJ&citpid=1,Epic Sciences,"['Genomics', 'next-generation sequencing', 'bioinformatics']",@epicsciences.com,https://www.linkedin.com/in/ernest-lam-61020764/,5017,,,
645,Author,['basics'],D0lL1r0AAAAJ,AUTHOR_PROFILE_PAGE,Philip S. Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=D0lL1r0AAAAJ&citpid=2,"Professor of Computer Science, University of Illinons at Chicago","['Data mining', 'Database', 'Privacy']",@cs.uic.edu,http://www.cs.uic.edu/PSYu,181958,11791485865926274692,University of Illinois at Chicago,USA
646,Author,['basics'],sDRLr8gAAAAJ,AUTHOR_PROFILE_PAGE,Dapeng Oliver Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sDRLr8gAAAAJ&citpid=2,City University of Hong Kong,"['machine learning', 'communications', 'video coding', 'signal processing', 'computer vision']",@cityu.edu.hk,,21649,6442500540992846260,City University of Hong Kong,Hong Kong
647,Author,['basics'],IBy4k-4AAAAJ,AUTHOR_PROFILE_PAGE,Xiaofei Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IBy4k-4AAAAJ&citpid=1,University of Memphis,"['Database Systems', 'Graph Algorithms & Practices', 'Distributed & Parallel Computing']",@memphis.edu,http://www.cs.memphis.edu/~xzhang12,430,979856594596776754,University of Memphis,USA
648,Author,['basics'],bYvl2kwAAAAJ,AUTHOR_PROFILE_PAGE,Gene Cheung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bYvl2kwAAAAJ&citpid=5,"Professor, Department of EECS, York University","['3D imaging', 'graph signal processing']",@yorku.ca,https://www.eecs.yorku.ca/~genec/index.html,7171,14262926254231240007,York University,Canada
649,Author,['basics'],ol6LtJsAAAAJ,AUTHOR_PROFILE_PAGE,Gengxin Miao,,UC Santa Barbara,"['Data mining', 'machine learning', 'social network analysis', 'information retrieval', 'information extraction and integration...']",@umail.ucsb.edu,http://www.uweb.ucsb.edu/~miao/,1229,13303172519087716448,"University of California, Santa Barbara",USA
650,Author,['basics'],DglezXoAAAAJ,AUTHOR_PROFILE_PAGE,Tony C. W. Mok,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DglezXoAAAAJ&citpid=7,Alibaba DAMO Academy,"['Medical image registration', 'Medical image analysis', 'Computer Vision', 'Deep learning']",@connect.ust.hk,https://cwmok.github.io/,679,,,
651,Author,['basics'],WgyDcoUAAAAJ,AUTHOR_PROFILE_PAGE,Ross Anderson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WgyDcoUAAAAJ&citpid=2,University of Cambridge,"['Security', 'cryptology', 'dependability', 'technology policy']",@cl.cam.ac.uk,http://www.cl.cam.ac.uk/~rja14,43735,11708991605694184852,University of Cambridge,UK
652,Author,['basics'],Fo52NKoAAAAJ,AUTHOR_PROFILE_PAGE,Xinyi Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Fo52NKoAAAAJ&citpid=1,"Research Scientist, Google DeepMind",['Natural Language Processing'],@google.com,http://cindyxinyiwang.github.io/,945,6518679690484165796,Google Inc.,USA
653,Author,['basics'],8nA3VlUAAAAJ,AUTHOR_PROFILE_PAGE,Hyukryul Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8nA3VlUAAAAJ&citpid=1,Hong Kong University of Science and Technology,"['Computer Vision', 'Reinforcement Learning', 'Audio processing']",@connect.ust.hk,https://hyeokreal.github.io/,12,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
654,Author,['basics'],GukM99cAAAAJ,AUTHOR_PROFILE_PAGE,Hisashi Kobayashi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GukM99cAAAAJ&citpid=2,"Professor emeritus, Princeton University","['Communication Theory', 'Modeling & Analysis', 'Applied Probability', 'Internet Architecture', 'The Riemann Hypothesis']",@princeton.edu,http://hisashikobayashi.com/,13304,4836318610601440500,Princeton University,USA
655,Author,['basics'],60JRBiEAAAAJ,AUTHOR_PROFILE_PAGE,Kiarash Mohammadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=60JRBiEAAAAJ&citpid=4,"Mila, University of Montreal","['Trustworthy ML', 'Probabilistic Methods', 'Causality']",@mila.quebec,https://sites.google.com/view/kiarashinho,46,,,
656,Author,['basics'],JHwivywAAAAJ,AUTHOR_PROFILE_PAGE,Pei Cao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JHwivywAAAAJ&citpid=1,Google Inc. and Stanford University,"['Computer Systems', 'Web', 'Networks']",@cs.stanford.edu,http://crypto.stanford.edu/~cao,18352,8539678734835078480,Stanford University,USA
657,Author,['basics'],P5AJTXcAAAAJ,AUTHOR_PROFILE_PAGE,Rui (Ranger) FAN,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=P5AJTXcAAAAJ&citpid=85,"Professor, Tongji University and SRIAS","['Computer Vision', 'Deep Learning', 'Robotics']",@tongji.edu.cn,https://www.ruirangerfan.com/,2061,9225372212369377400,Tongji University,China
658,Author,['basics'],_WbktxMAAAAJ,AUTHOR_PROFILE_PAGE,Prof Shui Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_WbktxMAAAAJ&citpid=6,"FIEEE, BoG of IEEE ComSoc and VTS, School of Computer Science, University of Technology Sydney","['Network Science', 'Security and Privacy', 'Big Data', 'Mathematical Modelling']",@uts.edu.au,https://www.uts.edu.au/staff/shui.yu,19832,10906564628192137533,University of Technology Sydney,Australia
659,Author,['basics'],SLMkts8AAAAJ,AUTHOR_PROFILE_PAGE,Chih-Jen Lin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SLMkts8AAAAJ&citpid=2,"Distinguished professor, National Taiwan University and affiliated professor, MBZUAI","['Machine learning', 'Data Mining', 'Optimization', 'Artificial Intelligence']",@csie.ntu.edu.tw,http://www.csie.ntu.edu.tw/~cjlin,117517,14962195678536067888,National Taiwan University,Taiwan
660,Author,['basics'],uZdQxkwAAAAJ,AUTHOR_PROFILE_PAGE,Deqing Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uZdQxkwAAAAJ&citpid=1,"School of Data Science, Fudan University",[],@fudan.edu.cn,http://kw.fudan.edu.cn/people/yangdeqing/,458,13545734643759689096,Fudan University,China
661,Author,['basics'],0e-DfpEAAAAJ,AUTHOR_PROFILE_PAGE,Xun Jian,,The Hong Kong University of Science and Technology,[],@cse.ust.hk,,329,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
662,Author,['basics'],82yU330AAAAJ,AUTHOR_PROFILE_PAGE,Guochuan Zhang,,Zhejiang University,['computer science'],@zju.edu.cn,,2375,1118375729466322660,Zhejiang University,China
663,Author,['basics'],aGag4V4AAAAJ,AUTHOR_PROFILE_PAGE,Lingling YI,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aGag4V4AAAAJ&citpid=2,Tencent,"['network embedding', 'social network analysis']",@tencent.com,,229,,,
664,Author,['basics'],Azu2w_MAAAAJ,AUTHOR_PROFILE_PAGE,Sunil Arya,,"Associate Professor, Computer Science and Engineering, Hong Kong University of Science and",['Computational Geometry'],@cse.ust.hk,,7288,,,
665,Author,['basics'],Lz-e_eIAAAAJ,AUTHOR_PROFILE_PAGE,Guotao Meng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Lz-e_eIAAAAJ&citpid=2,Hong Kong University of Science and Technology,"['Deep Learning', 'Robotics']",@connect.ust.hk,,379,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
666,Author,['basics'],cR2dd0oAAAAJ,AUTHOR_PROFILE_PAGE,Yanhong Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cR2dd0oAAAAJ&citpid=2,Meta,"['Graph Modeling', 'Deep Learning', 'Visual Analytics']",@meta.com,http://yhwu.me/,1205,,,
667,Author,['basics'],cwKg158AAAAJ,AUTHOR_PROFILE_PAGE,Rene Ranftl,,Epic Games,['Computer Vision'],@epicgames.com,,6566,,,
668,Author,['basics'],BmaJwicAAAAJ,AUTHOR_PROFILE_PAGE,Dingzeyu Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BmaJwicAAAAJ&citpid=8,Senior Research Scientist @ Adobe Research,"['Audiovisual', 'Cross-modal', 'Synthesis']",@adobe.com,http://dingzeyu.li/,1461,,,
669,Author,['basics'],84VKAOtBpz4C,AUTHOR_PROFILE_PAGE,Yinan Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=84VKAOtBpz4C&citpid=1,Microsoft Research,"['Database systems', 'Big Data']",@microsoft.com,https://research.microsoft.com/~yinali,1925,,,
670,Author,['basics'],Oyi6xjoAAAAJ,AUTHOR_PROFILE_PAGE,Panos Parchas,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Oyi6xjoAAAAJ&citpid=2,Amazon Web Services,"['Graphs', 'Uncertain Graphs', 'Database Systems', 'Graph Databases']",@amazon.com,http://www.linkedin.com/in/panos-parchas,169,,,
671,Author,['basics'],xFvazpsAAAAJ,AUTHOR_PROFILE_PAGE,jiansong zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xFvazpsAAAAJ&citpid=3,NIO,"['heterogeneous computing', 'Machine Learning Systems', 'Networking Systems']",@nio.com,,3261,,,
672,Author,['basics'],DSqhTz8AAAAJ,AUTHOR_PROFILE_PAGE,An Lu,,The Hong Kong University of Science and Technology,"['Radio-Frequency Identification (RFID)', 'Internet of Things (IOT)', 'Databases and Data Mining', 'Artificial Intelligence']",@cse.ust.hk,http://www.cse.ust.hk/~anlu/,618,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
673,Author,['basics'],OzMYwDIAAAAJ,AUTHOR_PROFILE_PAGE,Lionel Ni,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OzMYwDIAAAAJ&citpid=3,"Chair Professor of Data Science and Analytics, HKUST(Guangzhou)","['Big Data', 'wireless sensor networks', 'mobile computing', 'pervasive computing', 'high-speed networks']",@ust.hk,http://www.cse.ust.hk/~ni,44072,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
674,Author,['basics'],cyv1V9kAAAAJ,AUTHOR_PROFILE_PAGE,Andrew U. Frank,,"em. Professor for Geoinformation, TU Wien","['Geoinformation', 'Ontology', 'Spatial Information', 'Graphical User Interfaces', 'NLP']",@geoinfo.tuwien.ac.at,http://frank.gerastree.at/,13659,420762130641316784,Vienna University of Technology,Austria
675,Author,['basics'],qZedaiAAAAAJ,AUTHOR_PROFILE_PAGE,Hongzhi Wang (王宏志),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qZedaiAAAAAJ&citpid=1,Harbin Intitute of Technology,"['database', 'big data analytics', 'knowledge management']",@hit.edu.cn,http://homepage.hit.edu.cn/wang,5249,4726995703083099959,Harbin Institute of Technology,China
676,Author,['basics'],SyshpvAAAAAJ,AUTHOR_PROFILE_PAGE,Rudolf Fleischer,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SyshpvAAAAAJ&citpid=1,"Heinrich Heine University Düsseldorf, Germany",['theoretical computer science'],@hhu.de,,3874,5539426768362502298,Heinrich-Heine-Universität Düsseldorf,Germany
677,Author,['basics'],eeuQ0a0AAAAJ,AUTHOR_PROFILE_PAGE,Danilo Francati,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eeuQ0a0AAAAJ&citpid=1,"Postdoctoral researcher, Aarhus University","['Cryptography', 'Blockchain', 'Security', 'Privacy']",@cs.au.dk,https://dfrancati.github.io/,184,2451016128738715598,Aarhus University,Denmark
678,Author,['basics'],DJGy8xUAAAAJ,AUTHOR_PROFILE_PAGE,Rajeev Raman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DJGy8xUAAAAJ&citpid=6,"Professor, Department of Computing and Mathematical Sciences, University of Leicester","['Data Structures', 'Algorithms and Complexity', 'Data Mining']",@leicester.ac.uk,https://le.ac.uk/people/rajeev-raman,5857,4637542799464793309,University of Leicester,UK
679,Author,['basics'],--nVNvIAAAAJ,AUTHOR_PROFILE_PAGE,Kyle Jamieson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=--nVNvIAAAAJ&citpid=4,"Professor, Princeton University","['Wireless Networks', 'Systems', 'Communications']",@princeton.edu,http://www.cs.princeton.edu/~kylej/index.html,15147,4836318610601440500,Princeton University,USA
680,Author,['basics'],ukI2bz8AAAAJ,AUTHOR_PROFILE_PAGE,Xavier Alameda-Pineda,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ukI2bz8AAAAJ&citpid=3,"Research Scientist, Leader of the RobotLearn Team, Inria","['Computer Vision', 'Audio Processing', 'Machine Learning', 'Human-Robot Interaction']",@inria.fr,http://xavirema.eu/,3726,12325585247221707367,Institut national de recherche en informatique et en automatique,France
681,Author,['basics'],Qx0AtiEAAAAJ,AUTHOR_PROFILE_PAGE,Xuaner (Cecilia) Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qx0AtiEAAAAJ&citpid=7,Adobe,"['Computational Photography', 'Image-based Rendering', 'Computer Graphics']",@cs.berkeley.edu,http://eecs.berkeley.edu/~cecilia77/,676,,,
682,Author,['basics'],6PEbAiYAAAAJ,AUTHOR_PROFILE_PAGE,Quanming Yao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6PEbAiYAAAAJ&citpid=4,"Assistant Professor, EE Department, Tsinghua University","['Machine Learning', 'AutoML', 'AI4Science']",@tsinghua.edu.cn,https://lars-group.github.io/,7964,15442380624744264287,Tsinghua University,China
683,Author,['basics'],hon00PIAAAAJ,AUTHOR_PROFILE_PAGE,Yunhao Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hon00PIAAAAJ&citpid=6,"ACM Fellow, IEEE Fellow, CCF Fellow, Tsinghua University","['Wireless Sensor Networks/RFID', 'Cyber Physical Systems and IoT', 'Privacy and Security', 'Cloud Computing']",@tsinghua.edu.cn,https://people.gix.tsinghua.edu.cn/yunhao/,41694,15442380624744264287,Tsinghua University,China
684,Author,['basics'],Oo7c22wAAAAJ,AUTHOR_PROFILE_PAGE,Michael Yu Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Oo7c22wAAAAJ&citpid=5,"Professor, Monash University, Australia","['Robotics', 'Topology Optimization', 'Additive Manufacturing']",@monash.edu,,19418,3918598370877205258,Monash University,Australia
685,Author,['basics'],dxz-lQYAAAAJ,AUTHOR_PROFILE_PAGE,Yizheng Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dxz-lQYAAAAJ&citpid=3,University of Maryland,"['adversarial machine learning', 'network security', 'malware detection']",@umd.edu,http://surrealyz.github.io/,781,2387997698019310735,University of Maryland,USA
686,Author,['basics'],O1yGhH0AAAAJ,AUTHOR_PROFILE_PAGE,Xiuzhen Cheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O1yGhH0AAAAJ&citpid=3,"School of Computer Science and Technology, Shandong University","['Blockchain', 'IoT Security', 'Edge Computing', 'Distributed Computing']",@sdu.edu.cn,,18952,16033752023248436093,Shandong University,China
687,Author,['basics'],QH90248AAAAJ,AUTHOR_PROFILE_PAGE,Alon Efrat,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QH90248AAAAJ&citpid=3,"Associate Professor of Computer Science, University of Arizona","['computational geometry', 'sensor networks', 'networks vulnerability', 'video browsing and educational multimedia']",@arizona.edu,http://cs.arizona.edu/~alon,5915,12195049151929734221,University of Arizona,USA
688,Author,['basics'],r-Ik__gAAAAJ,AUTHOR_PROFILE_PAGE,Hao Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r-Ik__gAAAAJ&citpid=12,Assistant Professor of Louisiana State University,"['Distributed Computing', 'Machine Learning Systems', 'Data Analytics', 'Data Center Networking']",@lsu.edu,https://intellisys.haow.ca/haowang/,1672,16644351737576675962,Louisiana State University,USA
689,Author,['basics'],hpD2pbwAAAAJ,AUTHOR_PROFILE_PAGE,Shiu-hong Kao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hpD2pbwAAAAJ&citpid=1,HKUST,"['Machine Learning', 'Artificial Intelligence', 'Computer Vision']",@cse.ust.hk,https://cse.ust.hk/~skao/,102,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
690,Author,['basics'],lEGGMI0AAAAJ,AUTHOR_PROFILE_PAGE,Bernd Girod,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lEGGMI0AAAAJ&citpid=7,"Professor of Electrical Engineering, Stanford University","['Multimedia Systems', 'Image and Video Coding', 'Media Streaming', 'Image/Video Processing', 'Multimedia Signal Processing']",@stanford.edu,http://www.stanford.edu/~bgirod,44379,8539678734835078480,Stanford University,USA
691,Author,['basics'],mDOMfxIAAAAJ,AUTHOR_PROFILE_PAGE,YA-QIN ZHANG,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mDOMfxIAAAAJ&citpid=2,"Tsinghua Univ，Microsoft, Baidu, Sarnoff","['digital video', 'networking', 'AI/machine learning', 'mobility', 'cloud computing']",@tsinghua.edu.cn,,22978,15442380624744264287,Tsinghua University,China
692,Author,['basics'],w1enL1oAAAAJ,AUTHOR_PROFILE_PAGE,Wei Song,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=w1enL1oAAAAJ&citpid=7,Nanjing University of Science and Technology,"['software engineering', 'software analysis', 'service composition', 'process mining']",@njust.edu.cn,,1506,8714013619739201007,Nanjing University of Science and Technology,China
693,Author,['basics'],FjCbjDYAAAAJ,AUTHOR_PROFILE_PAGE,"Fei Wang, FAMIA, FIAHSI, FACMI",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FjCbjDYAAAAJ&citpid=2,Associate Professor at Cornell University,"['data mining', 'health data science', 'computational medicine', 'biomedical informatics']",@med.cornell.edu,https://wcm-wanglab.github.io/index.html,27759,11049089957688874444,Cornell University,USA
694,Author,['basics'],pFFQdo0AAAAJ,AUTHOR_PROFILE_PAGE,Rui Han,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pFFQdo0AAAAJ&citpid=11,"Associate Professor, Beijing Institute of Technology","['Cloud computing', 'Edge intelligence', 'Big data systems']",@bit.edu.cn,https://sites.google.com/site/hanruisystem/,1728,13321754382075750808,Beijing Institute of Technology,China
695,Author,['basics'],8r3y8IMAAAAJ,AUTHOR_PROFILE_PAGE,Cheng-Lin Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8r3y8IMAAAAJ&citpid=8,"Institute of Automation, Chinese Academy of Sciences","['pattern recognition', 'character recognition', 'document analysis', 'machine learning']",@nlpr.ia.ac.cn,http://www.nlpr.ia.ac.cn/liucl/,21774,2751420617708739826,"Institute of Automation, Chinese Academy of Sciences",China
696,Author,['basics'],QZVQEWAAAAAJ,AUTHOR_PROFILE_PAGE,cewu lu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QZVQEWAAAAAJ&citpid=2,Professor of Shanghai Jiao Tong University,"['Computer Vision', 'Robot Learning', 'Machine Learning']",@cs.stanford.edu,,16261,,,
697,Author,['basics'],8elpRw8AAAAJ,AUTHOR_PROFILE_PAGE,Kun Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8elpRw8AAAAJ&citpid=4,Peking University,['Natural Language Processing'],@pku.edu.cn,https://sites.google.com/view/kunxu/home,2611,10725744176602846184,Peking University,China
698,Author,['basics'],F66k0moAAAAJ,AUTHOR_PROFILE_PAGE,Zhengchun Zhou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=F66k0moAAAAJ&citpid=2,Southwest Jiaotong University (Professor),"['Sequence design', 'coding theory', 'compressed sensing']",@home.swjtu.edu.cn,http://userweb.swjtu.edu.cn/Userweb/zczhou/english.htm,3562,493594755896187069,Southwest Jiaotong University,China
699,Author,['basics'],mf54ensAAAAJ,AUTHOR_PROFILE_PAGE,Lyndsay Old,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mf54ensAAAAJ&citpid=3,European Space Agency,"['Galaxy Clusters', 'Cosmology', 'Galaxy evolution']",@sciops.esa.int,http://www.lyndsayold.com/,1436,8902509285811886442,European Space Agency,France
700,Author,['basics'],tKPIndkAAAAJ,AUTHOR_PROFILE_PAGE,Mengyun LIU,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tKPIndkAAAAJ&citpid=5,HKUST,"['Indoor Positioning', 'IoT', 'Mobile Computing']",@cse.ust.hk,,214,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
701,Author,['basics'],EiAVNhwAAAAJ,AUTHOR_PROFILE_PAGE,Chaoping XING,,Shanghai Jiaotong University,"['Mathematics', 'information', 'communication', 'computer science', 'applied mathematics']",@sjtu.edu.cn,,7002,11817969702535318711,Shanghai Jiao Tong University,China
702,Author,['basics'],Y26XykAAAAAJ,AUTHOR_PROFILE_PAGE,Ishfaq Ahmad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Y26XykAAAAAJ&citpid=5,Professor of Computer Science and Engineering at The University of Texas at Arlington,"['Parallel and Distributed Computing', 'Assistive Technologies', 'Sustainable computing', 'Energy-Efficient Computing', 'IoT']",@cse.uta.edu,http://ranger.uta.edu/~iahmad,21730,3436825650592205371,University of Texas at Arlington,USA
703,Author,['basics'],XQANQG0AAAAJ,AUTHOR_PROFILE_PAGE,Yili Fang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XQANQG0AAAAJ&citpid=2,Zhejiang Gongshang University,"['Machine Learning', 'Crowdsourcing/Crowd Computing', 'knowledge representation']",@zjgsu.edu.cn,,214,,,
704,Author,['basics'],i5ETuuQAAAAJ,AUTHOR_PROFILE_PAGE,Hongming Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i5ETuuQAAAAJ&citpid=2,"Senior Researcher, Tencent AI Lab Seattle. && Ph.D., HKUST","['Natural Language Processing', 'World Knowledge Representation', 'Reasoning with LLM']",@connect.ust.hk,https://panda0881.github.io/Hongming_Homepage/,1922,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
705,Author,['basics'],bHajvFMAAAAJ,AUTHOR_PROFILE_PAGE,Liran Ma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bHajvFMAAAAJ&citpid=8,Texas Christian University,"['Wireless Networks', 'IoT', 'Cybersecurity Education', 'AI Education', 'Effective Teaching']",@tcu.edu,http://csfaculty.tcu.edu/ma/,2132,2874892156568647084,Texas Christian University,USA
706,Author,['basics'],UZ5wscMAAAAJ,AUTHOR_PROFILE_PAGE,Andrew Zisserman,,University of Oxford,"['Computer Vision', 'Machine Learning']",@robots.ox.ac.uk,http://www.robots.ox.ac.uk/~az/,386075,273144080909810983,University of Oxford,UK
707,Author,['basics'],VddKJ_wAAAAJ,AUTHOR_PROFILE_PAGE,Kwangkeun Yi,,"Professor of Computer Science & Engineering, Seoul National University","['Programming Language', 'Static Analysis', 'Abstract Interpretation', 'Software Verification']",@ropas.snu.ac.kr,http://ropas.snu.ac.kr/~kwang,2641,9132855923674982206,Seoul National University,South Korea
708,Author,['basics'],Ld_KnGsAAAAJ,AUTHOR_PROFILE_PAGE,Jin Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ld_KnGsAAAAJ&citpid=2,Microsoft Research,['Cloud Computation and Storage'],@microsoft.com,https://www.linkedin.com/in/jinli4,16834,,,
709,Author,['basics'],lEIE6H0AAAAJ,AUTHOR_PROFILE_PAGE,Erheng Zhong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lEIE6H0AAAAJ&citpid=2,"Research Scientist, Facebook","['Chatbot', 'Recommender System', 'Social Network Analysis', 'Transfer Learning']",@fb.com,https://sites.google.com/site/erhengzhong,2287,1978088699341142706,Facebook Inc.,USA
710,Author,['basics'],rUVPoRoAAAAJ,AUTHOR_PROFILE_PAGE,Xiaohan Lan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rUVPoRoAAAAJ&citpid=4,Tsinghua University,[],@mails.tsinghua.edu.cn,,554,15442380624744264287,Tsinghua University,China
711,Author,['basics'],pouyVyUAAAAJ,AUTHOR_PROFILE_PAGE,Percy Liang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pouyVyUAAAAJ&citpid=1,"Associate Professor of Computer Science, Stanford University","['machine learning', 'natural language processing']",@cs.stanford.edu,http://cs.stanford.edu/~pliang,50704,8539678734835078480,Stanford University,USA
712,Author,['basics'],QuoHHFMAAAAJ,AUTHOR_PROFILE_PAGE,Yuxuan Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QuoHHFMAAAAJ&citpid=3,Google,"['Reinforcement Learning', 'Robotics']",@google.com,,95,6518679690484165796,Google Inc.,USA
713,Author,['basics'],m5Qck_IAAAAJ,AUTHOR_PROFILE_PAGE,Jiefu Ou,,"CLSP, JHU",['Natural Language Processing'],@jh.edu,https://jefferyo.github.io/,80,,,
